"LOCUS"	"LENGTH"	"RECORD_DATE"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"strain"	"segment"	"gene"	"product"	"codon_start"	"note"	"COMPLEMENT"	"position"	"regAssign"
"JF968154"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Feb-2003"	"O"	"-1"	"O/HongKong/S80/2003"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968153"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Feb-2003"	"O"	"-1"	"O/HongKong/S79/2003"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968152"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Feb-2003"	"O"	"-1"	"O/HongKong/S78/2003"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968151"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2003"	"O"	"-1"	"O/HongKong/S76/2003"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968150"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2003"	"O"	"-1"	"O/HongKong/S75/2003"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968149"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2003"	"O"	"-1"	"O/HongKong/S74/2003"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968148"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2003"	"O"	"-1"	"O/HongKong/S72/2003"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968147"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Oct-2002"	"O"	"-1"	"O/HongKong/S44/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968146"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Oct-2002"	"O"	"-1"	"O/HongKong/S34/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968145"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jun-2002"	"O"	"-1"	"O/HongKong/S25/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968144"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jun-2004"	"O"	"-1"	"O/HongKong/2140/2004"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968143"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Oct-2002"	"O"	"-1"	"O/HongKong/S32/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968142"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jun-2002"	"O"	"-1"	"O/HongKong/S24/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968141"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"May-2002"	"O"	"-1"	"O/HongKong/S22/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968140"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Apr-2002"	"O"	"-1"	"O/HongKong/S20/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968139"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Apr-2002"	"O"	"-1"	"O/HongKong/S19/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968138"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Apr-2002"	"O"	"-1"	"O/HongKong/S18/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968137"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Apr-2002"	"O"	"-1"	"O/HongKong/S17/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968136"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Apr-2002"	"O"	"-1"	"O/HongKong/S15/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968135"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2002"	"O"	"-1"	"O/HongKong/S14/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968134"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2002"	"O"	"-1"	"O/HongKong/S13/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968133"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2002"	"O"	"-1"	"O/HongKong/S12/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968132"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jan-2002"	"O"	"-1"	"O/HongKong/S11/2002"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968131"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Oct-2001"	"O"	"-1"	"O/HongKong/S10/2001"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968130"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Oct-2001"	"O"	"-1"	"O/HongKong/S09/2001"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968129"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Oct-2001"	"O"	"-1"	"O/HongKong/S06/2001"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968128"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jul-2001"	"O"	"-1"	"O/HongKong/S05/2001"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968127"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jul-2001"	"O"	"-1"	"O/HongKong/S04/2001"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968126"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jul-2001"	"O"	"-1"	"O/HongKong/S03/2001"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968125"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jul-2001"	"O"	"-1"	"O/HongKong/S01/2001"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968124"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jul-2004"	"O"	"-1"	"O/HongKong/S95/2004"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968123"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jul-2004"	"O"	"-1"	"O/HongKong/S93/2004"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"JF968122"	" 639"	"28-SEP-2011"	"Sus scrofa"	"Hong Kong"	"Jul-2004"	"O"	"-1"	"O/HongKong/S97/2004"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"AB618503"	" 639"	"08-SEP-2011"	"Bos taurus"	"Japan"	"May-2010"	"O"	"MZ1"	"-1"	"-1"	"1d"	"capsid protein, VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439238"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Qarabagh, Kabul"	"01-Aug-2009"	"O"	"OKAB/AFG/L2826/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439237"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Shabarghan, Jawzan"	"25-Mar-2009"	"O"	"O/JAW/AFG/L1499/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439236"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Khanabad, Kunduz"	"05-May-2009"	"O"	"O/KUN/AFG/L1497/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439235"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Khanabad, Kunduz"	"25-Apr-2009"	"O"	"O/KUN/AFG/L1496/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439234"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Dara-i-Boom, Badgis"	"18-May-2009"	"O"	"O/BAG/AFG/L1494/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439233"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: 5th, Kabul"	"05-Jan-2009"	"O"	"O/KAB/AFG/L643/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439232"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Khanabad, Kunduz"	"18-Jan-2009"	"O"	"O/KUN/AFG/L630/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439231"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Kabul"	"Sep-2008"	"O"	"O/KAB/AFG/L1279/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439230"	" 639"	"29-AUG-2011"	"cattle"	"Afghanistan: Kabul"	"Sep-2008"	"O"	"O/KAB/AFG/L1231/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439229"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Islamabad"	"30-Mar-2005"	"O"	"O/ISL/PAK/L288/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439228"	" 639"	"29-AUG-2011"	"buffalo"	"Pakistan: Islamabad"	"30-Mar-2005"	"O"	"O/ISL/PAK/L287/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439227"	" 639"	"29-AUG-2011"	"buffalo"	"Pakistan: Islamabad"	"30-Mar-2005"	"O"	"O/ISL/PAK/L286/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439226"	" 639"	"29-AUG-2011"	"buffalo"	"Pakistan: Islamabad"	"30-Mar-2005"	"O"	"O/ISL/PAK/L285/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439225"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Layyah"	"30-Mar-2005"	"O"	"O/PUN/PAK/L282/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439224"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Sargodha"	"01-Feb-2005"	"O"	"O/PUN/PAK/L181/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439223"	" 639"	"29-AUG-2011"	"buffalo"	"Pakistan: Kharian, Gujrat"	"04-Feb-2005"	"O"	"O/PUN/PAK/L150/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439222"	" 639"	"29-AUG-2011"	"buffalo"	"Pakistan: Kharian, Gujrat"	"04-Feb-2005"	"O"	"O/PUN/PAK/L149/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439221"	" 639"	"29-AUG-2011"	"blue bull"	"Pakistan: Lahore"	"26-Jan-2005"	"O"	"O/PUN/PAK/L133/2005"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439220"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Islamabad"	"30-Jan-2009"	"O"	"O/ISL/PAK/L1413/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439219"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: CBF, Harichand"	"09-Feb-2009"	"O"	"O/NWF/PAK/L1415/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439218"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: CBF, Harichand"	"09-Feb-2009"	"O"	"O/NWF/PAK/L1416/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439217"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: CBF, Harichand"	"09-Feb-2009"	"O"	"O/NWF/PAK/L1417/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439216"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: CBF, Harichand"	"15-Feb-2009"	"O"	"O/NWF/PAK/L1418/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439215"	" 639"	"29-AUG-2011"	"buffalo"	"Pakistan: Rawalpindi"	"13-May-2009"	"O"	"O/PUN/PAK/L1370/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439214"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Islamabad"	"30-Jan-2009"	"O"	"O/ISL/PAK/L1412/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439213"	" 639"	"29-AUG-2011"	"buffalo"	"Pakistan: Faisalabad"	"31-Dec-2008"	"O"	"O/PUN/PAK/L1345/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439212"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: CBF, Harichand"	"09-Feb-2009"	"O"	"O/NWF/PAK/L1414/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439211"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Faisalabad"	"26-Dec-2008"	"O"	"O/PUN/PAK/L1353/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439210"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Faisalabad"	"26-Dec-2008"	"O"	"O/PUN/PAK/L1360/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439209"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Faisalabad"	"22-Dec-2008"	"O"	"O/PUN/PAK/L1346/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439208"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Faisalabad"	"22-Dec-2008"	"O"	"O/PUN/PAK/L1358/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439207"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Faisalabad"	"31-Dec-2008"	"O"	"O/PUN/PAK/L1343/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ439206"	" 639"	"29-AUG-2011"	"cattle"	"Pakistan: Faisalabad"	"22-Dec-2008"	"O"	"O/PUN/PAK/L1347/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"HQ695850"	" 633"	"16-AUG-2011"	"-1"	"Venezuela"	"19-Mar-2007"	"O"	"O/Trujillo/Ven/07(21555)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695849"	" 633"	"16-AUG-2011"	"-1"	"Venezuela"	"21-Nov-2006"	"O"	"O/Trujillo/Ven/06(21522)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695848"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"10-Jun-2005"	"O"	"O/Zulia/Ven/05(21386)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695847"	" 633"	"16-AUG-2011"	"-1"	"Venezuela"	"12-May-2005"	"O"	"O/Trujillo/Ven/05(21378)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695846"	" 633"	"16-AUG-2011"	"-1"	"Venezuela"	"03-May-2004"	"O"	"O/Merida/Ven/04(21237)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695845"	" 633"	"16-AUG-2011"	"-1"	"Venezuela"	"01-Sep-2003"	"O"	"O/Yaracuy/Ven/03(21081)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695844"	" 633"	"16-AUG-2011"	"-1"	"Peru"	"18-Jun-2008"	"O"	"O/Lima/Peru/04"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695843"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"31-May-2008"	"O"	"O/Los Rios/Ecu/08 (14-08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695842"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"16-May-2008"	"O"	"O/Esmeraldas/Ecu/08 (11-08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695841"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"2007"	"O"	"O/Pichincha/Ecu/07(s.n)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695840"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"30-Apr-2007"	"O"	"O/Imbabura/Ecu/07 (13-07)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695839"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"24-Nov-2006"	"O"	"O/Tsachila/Ecu/06 (17-06)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695838"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"06-Mar-2006"	"O"	"O/Pichincha/Ecu/06 (04-06)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695837"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"06-Mar-2006"	"O"	"O/Pichincha/Ecu/06 (03-06)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695836"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"23-Aug-2005"	"O"	"O/Manabi/Ecu/05 (54-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695835"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"Jul-2005"	"O"	"O/Manabi/Ecu/05 (52-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695834"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"14-Jul-2005"	"O"	"O/Manabi/Ecu/05 (44-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695833"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"29-Jun-2005"	"O"	"O/Manabi/Ecu/05 (40-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695832"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"23-Jun-2005"	"O"	"O/Esmeraldas/Ecu/05 (37-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695831"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"22-Jun-2005"	"O"	"O/Manabi/Ecu/05 (35-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695830"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"21-Jun-2005"	"O"	"O/Manabi/Ecu/05 (33-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695829"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"23-Aug-2005"	"O"	"O/Manabi/Ecu/05 (32-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695828"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"19-Jun-2005"	"O"	"O/Manabi/Ecu/05 (31-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695827"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"11-Jun-2005"	"O"	"O/El Oro/Ecu/05 (28-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695826"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"25-May-2005"	"O"	"O/Manabi/Ecu/05 (24-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695825"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"May-2005"	"O"	"O/Imbabura/Ecu/05 (23-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695824"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"19-May-2005"	"O"	"O/Manabi/Ecu/05 (20-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695823"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"Apr-2005"	"O"	"O/El Oro/Ecu/05 (16-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695822"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"24-Apr-2005"	"O"	"O/Guayas/Ecu/05 (13-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695821"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"21-Apr-2005"	"O"	"O/El Oro/Ecu/05 (12-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695820"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"01-Apr-2005"	"O"	"O/Esmeraldas/Ecu/05 (10-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695819"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"23-Mar-2005"	"O"	"O/Esmeraldas/Ecu/05 (08-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695818"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"05-Jan-2005"	"O"	"O/Pichincha/Ecu/05 (01-05)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695817"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"14-Oct-2004"	"O"	"O/Tsachila/Ecu/04 (106-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695816"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"20-Sep-2004"	"O"	"O/Imbabura/Ecu/04 (101-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695815"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"17-Sep-2004"	"O"	"O/Cotopaxi/Ecu/04 (099-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695814"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"16-Sep-2004"	"O"	"O/Esmeraldas/Ecu/04 (097-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695813"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"31-Jul-2004"	"O"	"O/Los Rios/Ecu/04 (074-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695812"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"26-Jul-2004"	"O"	"O/Carchi/Ecu/04 (072-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695811"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"25-Jul-2004"	"O"	"O/Los Rios/Ecu/04 (071-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695810"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"Jul-2004"	"O"	"O/Pichincha/Ecu/04 (070-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695809"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"20-Jul-2004"	"O"	"O/Cotopaxi/Ecu/04 (067-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
"HQ695808"	" 633"	"16-AUG-2011"	"-1"	"Ecuador"	"16-Jul-2004"	"O"	"O/Pichincha/Ecu/04 (064-04)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid protein; 1D"	"FALSE"	"<1..>633"	"1"
